"bad_stop","confidence_1","stop_id_1","stop_name_1","confidence_2","stop_id_2","stop_name_2"
"53 steeles route all branch","86","4435","Long Branch Loop","86","9807","McCowan Rd at Steeles Ave East North Side"
"huntington and danforth","86","9905","Warden Ave at Danforth Rd South Side","86","2750","Kennedy Rd at Danforth Rd North Side"
"northwoodrow and st clair","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","4455","Dundas St West at Runnymede Rd West Side"
"overlea to gateway","86","5753","Millwood Rd at Overlea Blvd North Side","86","4484","Millwood Rd at Overlea Blvd"
"overlea to don mills","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"hollis and weston","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"front & berkeley","86","9406","Front St West at Bay St East Side - Union Station","86","3225","Yonge St at Front St East North Side"
"midland & kilcullen","86","1036","Eglinton Ave East at Midland Ave West Side","86","11251","Midland Ave at Steeles Ave East South Side"
"wilson and yonge blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9898","Eglinton Ave West at Yonge St West Side"
"lawrence to steeles.","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","1974","Don Mills Rd at Steeles Ave East"
"st clair stn.","100","14778","St Clair Station","100","14778","St Clair Station"
"wellington from church to yonge","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt","86","3872","Jane St at Church St"
"neilson at sheppard","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"duff & tycos","86","749","Caledonia Rd at Tycos Dr","86","748","Caledonia Rd at Tycos Dr South Side"
"mt pleasant to yonge st.","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"laird & eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"cummer and willowdale.","86","8789","Willowdale Ave at Abitibi Ave North Side","86","8823","Willowdale Ave at Sheppard Ave East"
"orfus & caledonia","95","735","Caledonia Rd at Orfus Rd","86","11579","St Clair Ave West at Caledonia Rd East Side"
"tycos & dufferin","86","979","Dufferin St at Yorkdale Rd","86","9991","Dufferin St at Springhurst Ave"
"dovercourt & just north of dupont","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","9149","Keele St at Finch Ave West North Side - Finch West Station"
"kipling station to skymark/explorer to renforth/carlingview","90","14716","Kipling Station","90","14716","Kipling Station"
"south dr and glen rd.","92","7335","South Dr at Glen Rd","92","7335","South Dr at Glen Rd"
"from victoria park stn to steeles","90","14786","Victoria Park Station","90","14786","Victoria Park Station"
"adelaide","90","6632","Parliament St at Adelaide St East","90","231","Bay St at Adelaide St West North Side"
"islingon station","97","16045","Islington Station","97","16045","Islington Station"
"dufferin and sheppard","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11630","Dufferin Mall"
"birmingham at islington","95","3770","Islington Ave at Birmingham St","86","3479","Disco Rd at Carlingview Dr East Side"
"e/b albion at islington","86","3479","Disco Rd at Carlingview Dr East Side","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"springhurst / dufferin","95","9991","Dufferin St at Springhurst Ave","95","9991","Dufferin St at Springhurst Ave"
"college @ universtiy","86","12196","Humber College Blvd at Humberline Dr South Side","86","7861","Humber College Blvd at Humberline Dr"
"college @ university","86","12196","Humber College Blvd at Humberline Dr South Side","86","7861","Humber College Blvd at Humberline Dr"
"yonge st & pleasant","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"eglinton ave to lawrence","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"carlaw and laskeshore","86","4853","Carlaw Ave at Commissioners St North Side","86","4851","235 Carlaw Ave"
"carrier dr.","95","11085","100 Carrier Dr","95","11074","263 Carrier Dr"
"founders & steeles","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"neilson rd and finch ave","86","3479","Disco Rd at Carlingview Dr East Side","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"skymark av and explorer dr","86","5410","Lawrence Ave West at Varna Dr West Side","86","14061","Westwood Square Bus Terminal at Morning Star Dr"
"keele/ingram to sheffield/  kincort st.","86","940","Davenport Rd at Dupont St","86","5007","Doncaster Ave at Main St"
"eglinton and glen cedar","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"vuaghan and maplewwod","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"college and bathurst","86","204","Bathurst St at St Clair Ave West","86","9719","Bathurst St at Steeles Ave West"
"overlea & thorncliffe pk","86","5753","Millwood Rd at Overlea Blvd North Side","86","2979","Overlea Blvd at Millwood Rd East Side"
"skymak and explorer","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","11259","1 and 3 Concorde Pl North Side"
"royla york sta","86","11651","East York Town Centre","86","6991","Royal York Rd at Dixon Rd"
"heathrow","90","3903","Jane St at Heathrow Dr","90","9201","Chesham Dr at Heathrow Dr"
"yonge st and ranleigh ave","94","9039","Yonge St at Ranleigh Ave","94","9039","Yonge St at Ranleigh Ave"
"parliament to bathurst","86","14104","2851 Morningside Ave Walkway to Raponi Cir","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt"
"rogers & kane","86","6031","Rogers Rd at Keele St","86","5911","Oakwood Ave at Rogers Rd"
"wilson at laurentia","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"widdicombe and kipling","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"yonge street on finch ave","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"mty dennis garage pod townsley loop.","86","12584","Exhibition Loop","86","4435","Long Branch Loop"
"53 steeles route all branches","86","9835","Steeles Ave West at Martin Grove Rd West Side","86","8256","Steeles Ave East at Opposite Walkway to Whitman St"
"victoria park & lawrence ave","95","8478","Victoria Park Ave at Lawrence Ave East","95","5328","Lawrence Ave East at Victoria Park Ave"
"pod keele stn","95","14704","Keele Station","95","14704","Keele Station"
"international and carlingview","86","9320","6900 Airport Rd - International Centre - North Entrance","86","9320","6900 Airport Rd - International Centre - North Entrance"
"wade & lansdowne","86","5213","Lansdowne Ave at Davenport Rd South Side","86","11632","Lansdowne Ave at Dundas St West South Side"
"eglinton ave till bridletown south","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","1842","3450 Danforth Ave"
"fstn  and all branches","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"mainstn","78","14700","Jane Station","78","14700","Jane Station"
"comstock rd and warden ave","89","8552","Warden Ave at Comstock Rd","89","8552","Warden Ave at Comstock Rd"
"peter str to jarvis","86","6375","The Esplanade at Lower Jarvis St East Side","86","14104","2851 Morningside Ave Walkway to Raponi Cir"
"cherry str to bay str.","86","14104","2851 Morningside Ave Walkway to Raponi Cir","86","9406","Front St West at Bay St East Side - Union Station"
"islington at steeles","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"flemington rd. and replin rd.","93","6386","Flemington Rd at Replin Rd","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"glencairn / caldonia","86","3648","Glencairn Ave at Danesbury Ave","86","3646","Glencairn Ave at Dalemount Ave"
"dufferin route  wilson station to springhurst loop","90","14799","Wilson Station","90","14799","Wilson Station"
"milvan at millwick n.","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"evans at browns line","89","2435","Evans Ave at Brown's Line","89","2435","Evans Ave at Brown's Line"
"jane stn to steeles both ways","90","14700","Jane Station","90","14700","Jane Station"
"steeles to jane stn both ways","90","14700","Jane Station","90","14700","Jane Station"
"kennedy and villagegate","86","3539","Eglinton Ave East at Kennedy Station","86","4064","1420 Kennedy Rd"
"bay st south of queen st","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"lawrence ave after caledonia ave","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","1842","3450 Danforth Ave"
"high park","90","11775","Parkside Dr at High Park Blvd","90","3697","High Park Ave at Glenlake Ave"
"lawrence ave at benton rd","95","9877","Benton Rd at Lawrence Ave West","95","5340","Lawrence Ave West at Benton Rd"
"wroxter and pape","86","11846","Pape Ave at Lipton Ave North Side","86","4501","Pape Ave at O'Connor Dr North Side"
"beryy and parklawn","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","11259","1 and 3 Concorde Pl North Side"
"bay st at harbour st","90","254","Bay St at Harbour St South Side - Jack Layton Ferry Terminal","86","1871","Davisville Ave at Cleveland St"
"aukland and bloor","86","9856","Dundas St West at Bloor St West","86","14093","Aukland Rd at Dundas St West"
"danforth and elerback","86","4623","St Clair Ave East at Danforth Rd","86","9905","Warden Ave at Danforth Rd South Side"
"yonge & goulding","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"yonge & steeles loop","86","1974","Don Mills Rd at Steeles Ave East","86","9898","Eglinton Ave West at Yonge St West Side"
"main st and lumsden ave.","88","9461","Lumsden Ave at Main St","88","9461","Lumsden Ave at Main St"
"weston road and bradstock","86","5415","Lawrence Ave West at Weston Rd - Weston GO Station","86","4509","Old Weston Rd at St Clair Ave West North Side"
"finch ave east at victoria park","95","8460","Victoria Park Ave at Finch Ave East","95","2565","Finch Ave East at Victoria Park Ave"
"wb cherry beach","86","13697","Park Lawn Rd at Gardiner Expressway WB On Ramp)","86","1271","Markland Dr at Cherry Post Cres (North)"
"sheppard kodiak","86","7172","Sheppard Ave East at Commons Dr","86","7172","Sheppard Ave East at Commons Dr"
"commander and huntingwood","86","6457","Huntingwood Dr at Midland Ave West Side","86","6308","Commander Blvd at Huntingwood Dr"
"queen and winewa","86","11181","Eastern Ave at Queen St East South Side","86","11377","Leslie St at Queen St East South Side"
"keele and rivermede","86","11689","Keele St at St Clair Ave West","86","11689","Keele St at St Clair Ave West"
"finch and arrow rd.","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"riverdale and pape st.","86","5006","Doncaster Ave at Main St West Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"finch ave east at warden ave","100","2570","Finch Ave East at Warden Ave","100","2570","Finch Ave East at Warden Ave"
"dundas at pacific","86","929","Davenport Rd at Bedford Rd","86","1871","Davisville Ave at Cleveland St"
"nb sloan and eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"vic park york mills","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"henrietta and castelton","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"finch ave east and midland ave","95","2535","Finch Ave East at Midland Ave","95","2535","Finch Ave East at Midland Ave"
"weston and hollis","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"eglinton & gervais","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"nb woodbine and queen","86","11181","Eastern Ave at Queen St East South Side","86","11377","Leslie St at Queen St East South Side"
"avenue rd. nth","86","662","Danforth Rd at Kennedy Rd","86","929","Davenport Rd at Bedford Rd"
"eglinton/victoria park","95","8455","Victoria Park Ave at Eglinton Sq","86","14258","Don Mills Rd at Eglinton Ave East"
"stelees and keele","86","11689","Keele St at St Clair Ave West","86","11689","Keele St at St Clair Ave West"
"sheppard at the gate","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"wilson staiton","93","14799","Wilson Station","93","14799","Wilson Station"
"pape station to queen street","90","15150","Pape Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"arrow garage ( finch station at 2:44pm)","90","14683","Finch Station","90","14683","Finch Station"
"college at  church","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"old weston  &  rogers","95","4505","Old Weston Rd at Rogers Rd","86","5415","Lawrence Ave West at Weston Rd - Weston GO Station"
"todd baylis / industry","95","9326","Industry St at Todd Baylis Blvd","86","9325","Industry St at Bertal Rd South Side"
"college at church","86","929","Davenport Rd at Bedford Rd","86","1871","Davisville Ave at Cleveland St"
"overlea to don mils","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"ellesemere and markham","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"duffeirn and bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"st.clair & old weston rd","95","11583","Old Weston Rd at St Clair Ave West","95","11583","Old Weston Rd at St Clair Ave West"
"kennedy stattion","87","3539","Eglinton Ave East at Kennedy Station","86","662","Danforth Rd at Kennedy Rd"
"from victoria park stn to steeles ave","90","14786","Victoria Park Station","90","14786","Victoria Park Station"
"sheppard and keele st ( finch station 3:20pm)","90","14683","Finch Station","90","14683","Finch Station"
"ashtonbe and warden","86","9344","Steeles Ave East at Warden Ave","86","9905","Warden Ave at Danforth Rd South Side"
"barkdene hiils","86","3377","Brooklawn Ave at Barkdene Hills","86","3306","Barkdene Hills at Gradwell Dr"
"woobine station","97","14804","Woodbine Station","97","14804","Woodbine Station"
"warden stn to main stn","90","16636","Warden Station","90","16636","Warden Station"
"finch and tapscott.","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"overlead to don mills","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"yorkmills/valleywoods","72","11527","Valley Woods Rd at York Mills Rd","72","9088","York Mills Rd at Valley Woods Rd East Side"
"throughout route","56","7087","Scarlett Rd at Edinborough Crt South Side","53","9173","Birchmount Rd at Riseborough Circt (South)"
"jane and lambton.","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"dundas st at shaw st","95","2185","Dundas St West at Shaw St","95","2185","Dundas St West at Shaw St"
"terminal 3 / pearson airport","86","14061","Westwood Square Bus Terminal at Morning Star Dr","86","4748","6355 Airport Rd"
"sheppard at birchmount","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"yonge and laawrene","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"astonbee and birchmount","86","7549","Birchmount Rd at Highview Ave South Side","86","9720","Birchmount Rd at Steeles Ave South Side"
"dixon / cityview","86","6991","Royal York Rd at Dixon Rd","86","4987","Dixon Rd at Islington Ave East Side"
"spadian and davenport","86","5213","Lansdowne Ave at Davenport Rd South Side","86","950","Davenport Rd at Ossington Ave East Side"
"york university busway","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9078","York Mills Rd at Lesmill Rd West Side"
"comm","90","7172","Sheppard Ave East at Commons Dr","90","7172","Sheppard Ave East at Commons Dr"
"caledonia rd at eglinton ave","95","2334","Eglinton Ave West at Caledonia Rd","95","2334","Eglinton Ave West at Caledonia Rd"
"browns line south of evans","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","11181","Eastern Ave at Queen St East South Side"
"parklawn and bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"ossington ave at argyle st","100","5952","Ossington Ave at Argyle St","95","15890","Ossington Ave at Argyle St North Side"
"jarvis and maitland","86","6375","The Esplanade at Lower Jarvis St East Side","86","6474","Lower Jarvis St at The Esplanade"
"hwy 7 & keele st","86","940","Davenport Rd at Dupont St","86","1871","Davisville Ave at Cleveland St"
"fermoy and st.clair","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"humbercollege loo[p","71","12196","Humber College Blvd at Humberline Dr South Side","71","7861","Humber College Blvd at Humberline Dr"
"eglinton ave at dufferin st","95","2340","Eglinton Ave West at Dufferin St","95","2340","Eglinton Ave West at Dufferin St"
"hinton and harefield","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","11259","1 and 3 Concorde Pl North Side"
"yonge @ walness","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"dixion and martingrove","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"lawerence","80","14255","Don Mills Rd at Lawrence Ave East South Side","80","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"mount dennis to queen/lansdowne","86","1459","Queen's Park Cres East at St Joseph St North Side","86","11504","Highway 27 at Queen's Plate Dr - Woodbine Centre"
"queens quay and yonge st","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","4455","Dundas St West at Runnymede Rd West Side"
"corinthian and pharmacy","86","6756","Pharmacy Ave at Sundridge Dr North Side","86","6728","Pharmacy Ave at Eglinton Sq - East Entrance"
"broadview ave and gerrard st. east","94","1757","Broadview Ave at Gerrard St East","94","1757","Broadview Ave at Gerrard St East"
"eb yonge and bay","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"wb fort york and bastion","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9078","York Mills Rd at Lesmill Rd West Side"
"steeles & warden","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"lansdown and college st","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"metropolitan & warden","95","8591","Warden Ave at Metropolitan Rd","86","9905","Warden Ave at Danforth Rd South Side"
"beaton and gerrard e upper","86","8397","Upper Canada Dr at Normandale Cres (West)","86","9696","Gerrard St East at Rathmore Ave West Side"
"dunlem and eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"finch at kipling","86","662","Danforth Rd at Kennedy Rd","86","929","Davenport Rd at Bedford Rd"
"sb kingston and woodbine","86","7480","Lawson Rd at Kingston Rd - Highway 2A Overpass","86","6625","Highland Creek Overpass at Kingston Rd"
"eb union stn","95","10935","Union Station","86","3539","Eglinton Ave East at Kennedy Station"
"cherry beech","86","2767","Kingston Rd at Beech Ave","86","1271","Markland Dr at Cherry Post Cres (North)"
"antibes and torresdale","86","9281","Antibes Dr (South) at Torresdale Ave East Side","86","9279","Antibes Dr (North) at Plum Treeway (South) North Side"
"wb cherry and lakeshore","86","13697","Park Lawn Rd at Gardiner Expressway WB On Ramp)","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side"
"kpst","68","9275","Drewry Ave at Grantbrook St","68","1210","Kennedy Rd at Park St"
"ryst","68","9856","Dundas St West at Bloor St West","68","4750","Airport Rd at Beverley St"
"eglinton sn","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"coxwell and gerrrard","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital"
"moiningside south of ellesmere","86","12175","Royal York Rd at Eglinton Ave West South Side","86","12196","Humber College Blvd at Humberline Dr South Side"
"treathewey and greentree crt","88","3137","Trethewey Dr at Greentree Crt","86","10947","Morningside Ave at Casebridge Crt North Side"
"mount dennis to east liberty","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"stmc","68","9304","Attwell Dr at McLachlan Dr","68","204","Bathurst St at St Clair Ave West"
"don mills and st. dennis.","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"mstn","79","3539","Eglinton Ave East at Kennedy Station","79","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"danforth rd and coxwell ave","88","1786","Coxwell Ave at Danforth Ave","88","882","Danforth Ave at Coxwell Ave"
"st. clair and bathurst","86","5006","Doncaster Ave at Main St West Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"dufferin and bowie","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"princess blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","3543","Eighth St at Lake Shore Blvd West North Side"
"millitary trail and ellesmere","86","13325","Morningview Trail at Old Finch Ave South Side","86","11624","Hupfield Trail at Lady Bower Cres (South) North Side"
"nb victoria park stn","95","14786","Victoria Park Station","95","14786","Victoria Park Station"
"along coxwell","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","4911","Coxwell Ave at Plains Rd"
"college and borden","86","12196","Humber College Blvd at Humberline Dr South Side","86","7861","Humber College Blvd at Humberline Dr"
"on islington, at rexdale","88","6473","Islington Ave at Rexdale Blvd","86","3479","Disco Rd at Carlingview Dr East Side"
"humber loop to sherway gardens","86","12584","Exhibition Loop","86","4435","Long Branch Loop"
"bay and harbour str.","86","9406","Front St West at Bay St East Side - Union Station","86","7149","Sheppard Ave East at Bay Mills Blvd"
"gerrard ave east and river st.","88","1104","Gerrard St East at River St","88","1104","Gerrard St East at River St"
"cherry str.queens quay.,yonge to willington","86","3244","Yonge St at Shuter St","86","9013","5800 Yonge St"
"vaughn & arlington","86","8404","Vaughan Rd at Arlington Ave","86","8403","Vaughan Rd at Arlington Ave East Side"
"st.clair ave and pharmacy","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"neilson rd-crow trail","95","1375","Neilson Rd at Crow Trail","86","3479","Disco Rd at Carlingview Dr East Side"
"bathurst & st. clair","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"gerrard ave east and river street","86","11651","East York Town Centre","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital"
"spadina ave to coxwell ave","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"fort york & capreol","86","12175","Royal York Rd at Eglinton Ave West South Side","86","4712","Wellington St West at York St"
"bloor street and avenue rd","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"roger's and silverthorne","86","8038","Queen's Park Cres West at Hoskin Ave","86","1459","Queen's Park Cres East at St Joseph St North Side"
"bathurst/ wison","86","134","Bathurst St at Elm Ridge Dr","86","143","Bathurst St at Glencairn Ave"
"lawrence and carnforth rd","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"kingston & dixon","86","11845","Queen St East at Kingston Rd","86","11845","Queen St East at Kingston Rd"
"weston and clouston","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"lakeshore & mimico","86","7013","Royal York Rd at Mimico Ave","86","5192","Lake Shore Blvd West at Mimico Ave"
"markham rd and ellesmere","89","1049","Ellesmere Rd at Markham Rd","89","5561","Markham Rd at Ellesmere Rd"
"blakemanor and markham rd","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"southvale and laird","86","5071","Eglinton Ave East at Laird Dr","86","5138","Laird Dr at Commercial Rd North Side"
"kipling and the queensway","86","6375","The Esplanade at Lower Jarvis St East Side","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"dudley and finch ave","86","1871","Davisville Ave at Cleveland St","86","14258","Don Mills Rd at Eglinton Ave East"
"sheppard/bathurst","86","134","Bathurst St at Elm Ridge Dr","86","143","Bathurst St at Glencairn Ave"
"dufferein and queen","86","11181","Eastern Ave at Queen St East South Side","86","11377","Leslie St at Queen St East South Side"
"dufferin and florence","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11630","Dufferin Mall"
"dufferin andflorence","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"victoria pk","86","6372","Ellesmere Rd at Victoria Park Ave","86","13918","Sheppard Ave East at Victoria Park Ave East Side"
"eglinton and westside mall","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","11630","Dufferin Mall"
"cosburn & cedarvale","95","1778","Cosburn Ave at Cedarvale Ave","95","1778","Cosburn Ave at Cedarvale Ave"
"antibes & bathurst","95","123","Bathurst St at Antibes Dr","95","9284","Antibes Dr at Bathurst St"
"metro zoo","86","9672","Park Rd (Zoo) at Kirkhams Rd East Side","86","6564","Meadowvale Rd at Zoo Rd"
"broadiew & erindale","86","11925","Broadview Ave at Erindale Ave","86","2428","Erindale Ave at Broadview Ave"
"kingston and warden","86","7480","Lawson Rd at Kingston Rd - Highway 2A Overpass","86","6625","Highland Creek Overpass at Kingston Rd"
"dufferin and alma","86","979","Dufferin St at Yorkdale Rd","86","9991","Dufferin St at Springhurst Ave"
"finch/markham","86","2288","Eglinton Ave East at Markham Rd West Side","86","9910","Finch Ave East at Finchdene Sq West Side"
"22 coxwell","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","4911","Coxwell Ave at Plains Rd"
"dawes and danforth","86","915","Danforth Ave at Woodbine Ave","86","4623","St Clair Ave East at Danforth Rd"
"fort york and strachan","86","12175","Royal York Rd at Eglinton Ave West South Side","86","11991","Strachan Ave at Fleet St North Side"
"gold finch crt.","86","9288","Drewry Ave at Gardenia Crt","86","10904","Ellesmere Rd at Mirrow Crt"
"kingston and fallingbrooke","86","7480","Lawson Rd at Kingston Rd - Highway 2A Overpass","86","7198","Sheppard Ave East at Kingston Rd North Side"
"varna and lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"landsdowne ave and college street","87","5211","Lansdowne Ave at College St","87","5211","Lansdowne Ave at College St"
"lawrence west / varna dr","95","7405","Varna Dr at Lawrence Ave West","86","3479","Disco Rd at Carlingview Dr East Side"
"shorncliffe/newbridge","95","9243","Shorncliffe Ave at Newbridge Rd","86","9237","Shorncliffe Ave at North Queen St"
"lawrence west and weston","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","4455","Dundas St West at Runnymede Rd West Side"
"177 carlton street","86","1451","Parliament St at Carlton St","86","1451","Parliament St at Carlton St"
"carpenter and steels ave.","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"aukland/bloor","86","9856","Dundas St West at Bloor St West","86","14093","Aukland Rd at Dundas St West"
"bathurst st & woburn","95","224","Bathurst St at Woburn Ave","86","1871","Davisville Ave at Cleveland St"
"finch @ jane","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"warden stration","97","16636","Warden Station","97","16636","Warden Station"
"jane @ lawerence","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"o'connor and st. clair","86","5006","Doncaster Ave at Main St West Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"jane @ stanley","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
