bad_name, good_name, confidence
broadview station to g, Broadview Station, 90
dufferin and highway 4, NONE, 0
hullmar and bloomingto, Hullmar Dr at Bloomington Cres (East), 90
jane and bur oak, NONE, 0
islinton and rexdale, Islington Ave at Rexdale Blvd, 95
scarlett and saxony, Scarlett Rd at Saxony Cres, 100
127 quebec ave, NONE, 30
dufferin and dovercour, Dufferin St at Davenport Rd, 60
sheffield and colville, Sheffield St at Colville Rd, 100
humber college and sil, Humber College Blvd at Humberline Dr, 60
coxwell and s of queen, Coxwell Ave at Queen St East, 70
warden and s of lawren, Warden Ave at Lawrence Ave East, 60
finch to singet hill l, NONE, 10
amazon centre, NONE, 30
weston rd at denison rd, Weston Rd at Denison Rd, 100
arrow rd at finch ave w, Arrow Rd at Finch Ave West, 90
queen between lisgar, Queen St West at Lisgar St, 90
railside road, Railside Rd (East) at Lawrence Ave East, 70
valley brook, Valleybrook Dr at Lesmill Rd, 80
midland and steeles, Midland Ave at Steeles Ave East, 90
finch and kennedy, Finch Ave East at Kennedy Rd, 90
davenport and miller, NONE, 40
st george station, St George Station, 100
mill road and bloor, Mill Rd at Markland Dr North Side - Silverthorne C.I., 70
caladonia and schell a, Caledonia Rd at Schell Ave, 90
5 thistle down blvd, 5 Thistle Down Blvd, 90
eglinton and glen holm, Eglinton Ave West at Glenholme Ave, 90
kipling station bus ba, Kipling Station, 90
1135 davenport road, NONE, NONE
avon loop and weston r, Avon Loop at Weston Rd, 90
400 southbound at 401, NONE, NONE
weston and victoria bl, Weston Rd at Victoria Blvd, 90
ossington street, Ossington Ave at Hepbourne St, 80
steeles and midland on, Steeles Ave East at Midland Ave, 90
railside and codeco, Railside Rd (East) at Lawrence Ave East, 60
lawrence and chiswick, NONE, 0
jarvis north of queen', Jarvis St at Queen St East, 70
scarboro centre station, Scarborough Centre Station, 100
wilson and apex lane (, Wilson Ave at Apex Lane, 90
martin grove and milkw, Martin Grove Rd at Milkwood Ave, 90
caledonia and eglinito, Caledonia Rd at Eglinton Ave West, 90
mccowan and sixteenth, McCowan Rd at 16Th Ave, 90
hilda nad steeles, Hilda Ave at Steeles Ave West, 85
humberwood and hullric, Humberwood Blvd at Hullrick Dr (South), 90
nova scotia blvd, Nova Scotia Ave at Manitoba Dr - Exhibition GO Station, 80
highway 401 and keele, NONE, 20
lawrence and bridgepor, Lawrence Ave East at Bridgeport Dr, 90
sheppard and yukon lan, Sheppard Ave West at Yukon Lane, 90
bathurst emergency shu, NONE, 20
royal york and anglese, Royal York Rd at Anglesey Blvd, 90
parklawn and cannon, Park Lawn Rd at Cannon Rd, 90
queen's quay to york m, NONE, 20
martin grove and bethr, Martin Grove Rd at Bethridge Rd North Side, 90
victoria park and dean, Victoria Park Ave at Deanvar Ave South Side, 90
sheppard - bayview to, Sheppard Ave East at Bayview Ave, 80
ossington and albert, Ossington Ave at Hepbourne St, 70
parkette and danforth, Parkette Pl at Birchmount Rd, 80
martingrove and clemen, Martin Grove Rd at Clement Rd, 90
yonge and cummer (s of, Yonge St at Cummer Ave, 90
haldon ave - parking l, East York Acres Parking Lot at Haldon Ave, 80
weston and colter, Weston Rd at Coulter Ave North Side, 90
finch and hyw 7, Highway 7 at Birchmount Rd, 80
morningside and warnsw, Morningside Ave at Morningside Park, 70
amazon loop, NONE, 10
humberwood and westowa, NONE, 0
o'connor and valley av, O'Connor Dr at Wakunda Pl, 60
eglinton garage - trac, NONE, 0
mount pleasant and roe, Mt Pleasant Rd at Roslin Ave, 60
fenelon and graydon ha, Fenelon Dr at Graydon Hall Dr, 90
drewry and antibies, Drewry Ave at Antibes Dr, 70
eglinton - kirknewton, Eglinton Ave East at Kingston Rd West Side, 40
bloor and mapledawn, Bloor St West at Mapledawn Rd, 90
mount castle gate and, Mountcastle Gate at Steeles Ave East, 90
keele and falfstaff, Keele St at Falstaff Ave, 90
Jane St at Wilson Ave, Jane St at Wilson Ave, 100
Lawrence Ave West at Dufflaw Rd, Lawrence Ave West at Dufflaw Rd, 100
The West Mall at The Queensway, The West Mall at The Queensway, 75
Underhill Dr at Brookbanks Dr, Underhill Dr at Brookbanks Dr, 100
Emmott Ave at Woodbine Ave, NONE, 60
The Queensway at Kipling Ave, The Queensway at Kipling Ave, 85
Danforth Ave at Emmott Ave, Danforth Ave at Emmott Ave, 100
Oakwood Ave at Vaughan Rd, Oakwood Ave at Vaughan Rd, 60
Eglinton Ave West at Russell Rd, Eglinton Ave West at Russell Rd, 100
Yonge St at Bedford Park Ave, NONE, 50
duplex and chaplin, Chaplin Cres at Duplex Ave, 90
brimorton and scarboro, Birchmount Rd at Scarborough Golf Club Rd, 85
lakeshore and brown's, Evans Ave at Brown's Line, 80
jane road closure, NONE, NONE
jane and lessard, Jane St at Sheppard Ave West, 50
sheppard and oakwood, Sheppard Ave West at Oakdale Rd, 80
dixon and weston, Dixon Rd at Weston Rd, 85
queens park circle and, Queen's Park Cres West at Hoskin Ave, 80
mccowan and kenhatch (, McCowan Rd at Kenhatch Blvd, 90
bathust and lawrence, Bathurst St at Lawrence Ave West, 90
stelles and scholes, NONE, 0
greenwood carhouse, NONE, 0
humber blvd and allian, Humber Blvd at Alliance Ave, 90
steels and mc cowan, Steeles Ave East at McCowan Rd, 90
york mills sttion, York Mills Station, 100
eglinton w and jane (j, Eglinton Ave West at Jane St East Side, 80
lawrence w and englemo, Lawrence Ave West at Englemount Ave East Side, 90
mian and gerrard, Main St at Gerrard St East, 90
bridgepoint hospital, Broadview Ave at Erindale Ave, 60
van horne and edmonton, Van Horne Ave at Edmonton Dr, 100
mcnicoll and mccowan, McNicoll Ave at McCowan Rd, 100
rathburn and lloyd man, Rathburn Rd at Lloyd Manor Rd, 90
ossington and harbard, Ossington Ave at Harbord St, 90
windemere and queenswa, Windermere Ave at The Queensway, 90
90 eastdale ave (dawes, 90 Eastdale Ave, 80
midland and dorcot ave, Midland Ave at Dorcot Ave, 90
islington and humberwo, Islington Ave at Humberwood Blvd, 80
finich and weston, NONE, 30
highland and roxboroug, Highland Ave at Roxborough Dr East Side, 80
bayview and blywood, Bayview Ave at Blythwood Rd South Side, 80
crosland and pharmacy, Pharmacy Ave at Ellesmere Rd, 50
mt pleasant and merton, Mt Pleasant Rd at Merton St, 100
eglnton and mt pleasan, Eglinton Ave East at Mt Pleasant Rd, 90
soudan and forman, Mt Pleasant Rd at Soudan Ave, 60
bellamy and breaeburn, Bellamy Rd North at Braeburn Blvd South Side, 80
jane and shoreman, Jane St at Shoreham Dr, 85
allen and s of sheppar, Sheppard Ave West at William R Allen Rd West Side, 60
carl hall rd and chess, Carl Hall Rd at Centennial College, 70
oakwood and reggae lan, Oakwood Ave at Eglinton Ave West, 60
nickel and york, NONE, 40
sheppard adn lamont, Sheppard Ave East at Lamont Ave, 90
bathurst and elmridge, Bathurst St at Elm Ridge Dr, 90
yonge and york mills (, Yonge St at York Mills Rd, 80
victoria park and terr, Victoria Park Ave at Terraview Blvd, 85
steeles and hida, Steeles Ave West at Hilda Ave, 85
cliff and humber blvd, Humber Blvd at Cliff St, 90
kilping and bywood, Kipling Ave at Bywood Dr, 90
west servcie rd and al, West Service Rd at St Albans Rd, 80
dufferin and jeffery (,NONE,NONE
mortimer and crestland, Mortimer Ave at Woodycrest Ave, 80
mcnichol and don mills, McNicoll Ave at Don Mills Rd, 95
st clair lansdowne, St Clair Ave West at Lansdowne Ave, 95
cosbourn and lynsmore, NONE, NONE
705 warden st, NONE, NONE
1300 islngton, 1300 Ellesmere Rd, 80
bathurst and dunblain, Bathurst St at Dunblaine Ave, 90
deauville lane and st, St Dennis Dr at Deauville Lane, 90
eglinton station bus b, Eglinton Ave East at Bellamy Rd North - Eglinton GO Station, 70
saulter and commission, Commissioners St at Saulter St, 90
midland and pape, Midland Ave at Eglinton Ave East, 70
1382 weston, NONE, 0
islington station to steel, NONE, 0
st george station to jane, NONE, 0
amazon place, NONE, 0
jane and troutbooke, NONE, 0
queen and northcote (e, NONE, 0
roughe hill go station, Rouge Hill GO Station Loop, 70
midland and aylesworth, Midland Ave at Aylesworth Ave North Side, 85
65 halsey (danforth an, NONE, 0
west way and trio aven, The Westway at Trio Ave, 85
caledona and glencairn, Caledonia Rd at Glencairn Ave, 100
atwell and disco, Attwell Dr at Disco Rd, 100
avenue and cottingham, Avenue Rd at Cottingham St, 100
islington station to s, Islington Station, 90
st george station to j, St George Station, 90
portland and e of roya, NONE, 50
warden station - spare, Warden Station, 90
marakham and progress, Markham Rd at Progress Ave, 95
chrisitie and n of blo, Christie St at Bloor St West, 60
889 wilson ave, NONE, 50
4 chelmsford, NONE, NONE
yonge st and yonge blv, Yonge Blvd at Wilson Ave, 70
ossington station to eglin, Eglinton Ave West at Oakwood Ave, 50
mt dennis div entrance, Industry St at Bertal Rd South Side, 60
730 military trail (mi, 1314 Military Trail, 70
bathust and barton, Bathurst St at Barton Ave, 90
oriole parkway and tra, Oriole Pkwy at Tranmer Ave, 80
kennedy and passmore t, Kennedy Rd at Passmore Ave, 90
glenorchy and park lan, Guildwood Pkwy at Prince Philip Blvd East Side, 50
kingston rd and ryland, Kingston Rd at Rylander Blvd, 90
Jane St at Firgrove Cres (North) South Side, Jane St at Firgrove Cres (North) South Side, 90
Emmett Ave at Verona Ave, Emmett Ave at Verona Ave, 100
Staines Rd at Seasons Dr South Side, Staines Rd at Seasons Dr South Side, 100
Morningside Ave at Sewells Rd, Morningside Ave at Sewells Rd, 100
NONE, NONE, 20
St Dennis Dr at Linkwood Lane, St Dennis Dr at Linkwood Lane, 100
NONE, NONE, 20
400 evans ave, 400 Evans Ave, 100
lawrence and cherryhil, Lawrence Ave East at Cherryhill Ave, 90
kingston and waverley, Kingston Rd at Waverley Rd, 90
warden and bamburg cir, Warden Ave at Bamburgh Cir (South), 90
lawrence station to westwo, Lawrence Ave West at Weston Rd - Weston GO Station, 60
ossington and dewson (, Ossington Ave at Dewson St, 90
glencairn and englemou, Glencairn Ave at Englemount Ave, 90
757 denton ave, NONE, 60
lawrence and moringsid, Lawrence Ave East at Morningside Ave, 90
eglinron west station, Eglinton West Station, 70
NONE, NONE, 60
ridge point hospital, NONE, 60
midland and duxbury, Midland Ave at Duxbury Dr - Truro Cres Walkway, 90
weston and and signet, Weston Rd at Signet Dr, 75
keeles and glenlake, Keele St at Glenlake Ave, 75
steeles loop - steeles, Steeles Ave West at Islington Ave Loop, 60
hupfield trail and sew, Hupfield Trail at Sewells Rd, 60
6807 steeles ave west, 6793-6823 Steeles Ave West, 60
wison and murray road, Murray Ross Pkwy at Sentinel Rd, 60
mcnichol division, NONE, 50
queens park cres and c, Queen's Park Cres East at College St North Side, 60
mcnicoll ave and briml, McNicoll Ave at Brimley Rd, 90
vaughan road and kenwo, Vaughan Rd at Kenwood Ave, 90
mount pleasant and st, Mt Pleasant Rd at St Clair Ave East North Side, 80
brimley and dallyn, Brimley Rd at Dallyn Cres, 90
kingston and deep dene, Kingston Rd at Deep Dene Dr, 90
anglesey and the kings, Anglesey Blvd at The Kingsway, 90
amazon loop (steeles a, NONE, NONE
yonge and du marurier, Yonge St at Du Maurier Blvd, 80
greenvin village and r, Greenwin Village Rd at Reiner Rd, 85
tapscott s of mcnicoll, Tapscott Rd at McNicoll Ave, 90
queen and victoria par, Queen St East at Victoria Park Ave, 90
yonge and habour, Yonge St at Front St East, 60
eglinton and pharamcy, Eglinton Ave East at Pharmacy Ave, 90
finch station to fingh and, Finch Station, 40
rexdale and hwy 27, Highway 27 at Queen's Plate Dr - Woodbine Centre, 70
starspray loop at lawr, Starspray Loop at Lawrence Ave East, 90
martingrove and steele, Steeles Ave West at Martin Grove Rd, 60
weston and wallasey av, Weston Rd at Wallasey Ave, 90
208 giltspur drive, NONE, NONE
duplex s of eglinton, Duplex Ave at Eglinton Ave West, 80
morris and kingston, Morningside Ave at Kingston Rd, 70
steelse and martin gro, Steeles Ave West at Martin Grove Rd, 80
comstock road, Comstock Rd at Pharmacy Ave, 100
mccowan and gillingham, McCowan Rd at Gillingham Ave, 90
dufferiun and lawrence, Dufferin St at Lawrence Ave West, 80
sentinal rd and stilec, Sentinel Rd at Stilecroft Dr (North), 80
old weston and lavende, Old Weston Rd at Lavender Rd, 90
weston and aura lea bl, Weston Rd at Aura Lea Blvd, 90
van horne and bicerton, Van Horne Ave at Bickerton Cres, 90
signal hill loop, Signal Hill Ave at Steeles Ave West, 70
Martin Grove Rd at Cabernet Cir, Martin Grove Rd at Cabernet Cir, 90
Neilson Rd at Ellesmere Rd - Scarborough Health Network Centenary Hospital, Neilson Rd at Ellesmere Rd - Scarborough Health Network Centenary Hospital, 90
Kennedy Rd at Antrim Cres, Kennedy Rd at Antrim Cres, 70
Garnett Janes Rd at Twelfth St, Garnett Janes Rd at Twelfth St East Side, 90
Princes' Gates Loop at Canada Blvd - CNE East Entrance, Princes' Gates Loop at Canada Blvd - CNE East Entrance, 80
Eglinton Ave East at Wynford Dr, Eglinton Ave East at Wynford Dr West Side, 80
Queen St West at Sorauren Ave, Queen St West at Sorauren Ave, 80
St George Station, St George Station, 100
NONE, NONE, 10
Eglinton Ave West at Marlee Ave, Eglinton Ave West at Marlee Ave, 70
birchmount and bertran, Birchmount Rd at Bertrand Ave, 90
40 carl hall rd - unit, 35 Carl Hall Rd, 85
mount dennis drive, Mount Dennis Garage, 80
exhibitiion, Exhibition Loop, 80
warden and gibson (nor, Warden Ave at Gibson Dr, 80
birchmount and laweren, Birchmount Rd at Lawrence Ave East, 90
rogers and day, Rogers Rd at Day Ave, 80
birchmount and l'amore, Birchmount Rd at L'Amoreaux Dr, 90
sewells rd and hupfiel, Sewells Rd at Hupfield Trail, 90
victoria park and jane, NONE, 30
bayview and mckee, Bayview Ave at McKee Ave, 90
jane and beverley hill, Jane St at Beverly Hills Dr, 90
burnhamthorpe and satu, Burnhamthorpe Rd at Saturn Rd, 80
40 gerrard st e, NONE, 30
o'connor and glebemoun, O'Connor Dr at Glebemount Ave, 90
islington and aberfoyl, Islington Ave at Aberfoyle Cres, 80
3090 danforth ave, 3450 Danforth Ave, 70
the esplanade, The Esplanade at Lower Jarvis St East Side, 80
st alban's and aucklan, St Albans Rd at West Service Rd, 70
kingtson and galloway, Kingston Rd at Galloway Rd, 90
NONE, NONE, 0
Woodbine Ave at Lumsden Ave, Woodbine Ave at Lumsden Ave, 85
Leslie St at Lawrence Ave East, Leslie St at Lawrence Ave East, 100
Yonge St at Shuter St, Yonge St at Shuter St, 70
Exhibition Loop at Manitoba Dr, Exhibition Loop at Manitoba Dr, 80
Attwell Dr at McLachlan Dr, Attwell Dr at McLachlan Dr, 70
Castle Frank Station, Castle Frank Station, 100
Jane St at Yewtree Blvd, Jane St at Yewtree Blvd North Side, 85
Jane St at Beverly Hills Dr, Jane St at Beverly Hills Dr, 90
Exhibition Loop at Manitoba Dr, Exhibition Loop at Manitoba Dr, 90
Dixon Rd at Chetta Pl, Dixon Rd at Chetta Pl, 75
dixion and attwell, Dixon Rd at Attwell Dr, 95
eglinton and castlekno, Eglinton Ave West at Castle Knock Rd, 90
roywood and lesmill, Roywood Dr at Lesmill Rd, 100
middlefield and passmo, Middlefield Rd at Passmore Ave, 100
130 milner, 130 Milner Ave, 100
amazon fufilment centr, Morningside Ave at Passmore Ave - Amazon Fulfillment Centre, 85
birchmount between ze, NONE, 0
wilson upper station, NONE, 0
bloor and symmington, Bloor St West at Symington Ave, 90
bathurst and wilsonq, Bathurst St at Wilson Ave, 90
sewells Rd at Morningside Ave, NONE, 0
Donlands Ave at Mortimer Ave, Donlands Station, 75
sewells Rd at Morningside Ave, NONE, 0
Dufferin St at Bridgeland Ave, NONE, 0
Bellamy Rd North at Eglinton Ave East - Eglinton GO Station, Eglinton Station, 90
Castle Frank Station, caslt frank station, 100
O'Connor Dr at Ralston Ave West Side, O'Connor Dr at Ralston Ave West Side, 100
Steeles Ave West at Village Gate, NONE, 40
Queens Quay Loop at Lower Spadina Ave, NONE, 50
Markham Rd at Finch Ave East, NONE, 40
bathurst st fort york, Bathurst St at Fort York Blvd, 100
251 jane street, NONE, NONE
shoreham and murry ros, Shoreham Dr at Murray Ross Pkwy, 90
steeles and walkway, Steeles Ave East at Walkway to Whitman St, 80
markham and parkway, Main St Markham North at Parkway Ave, 90
sheppard starion, Sheppard Station, 80
midland adn stubswood, Midland Ave at Stubbswood Sq, 90
jane and milo park gat, Jane St at Milo Park Gate, 100
jane and york, York Mills Rd at Jane St East Side, 70
poineer villege statio, Pioneer Village Station, 90
vaughn and kenwood, Vaughan Rd at Kenwood Ave, 80
finch station to steeles/m, Finch Station, 60
warden and steeles to, Warden Ave at Steeles Ave East, 90
danforth av and main s, Danforth Ave at Main St, 90
yonge / steeles loop, NONE, 40
dudas and jane, Dundas St West at Jane St East Side, 70
claireport and alibion, Claireport Cres (East) at Albion Rd, 70
wilson and aveune, Wilson Ave at Avenue Rd, 90
oakwood and bathurst, Oakwood Ave at Bathurst St, 80
grenoble and st dennis, Grenoble Dr at St Dennis Dr, 90
Finch Ave West at Romfield Lane, Finch Ave West at Romfield Lane, 100
Finch Station, NONE, 60
Sheppard Ave West at Bradstock Rd, Sheppard Ave West at Bryant St West Side, 75
Eglinton Ave West at Glen Cedar Rd, Eglinton Ave West at Glen Cedar Rd, 100
Carrier Dr at Westmore Dr, Westmore Dr at Finch Ave West, 75
Vaughan Rd at St Clair Ave West, Vaughan Rd at St Clair Ave West North Side, 100
Bloor St West at Green Lanes, Bloor St West at Green Lanes East Side, 100
Finch Ave East at Finchdene Sq West Side, Finch Ave East at Sandhurst Cir (East), 50
The Queensway at Algie Ave, The Queensway at Algie Ave, 100
Weston Rd at Weston Wood Rd, Weston Rd at Jane St, 50
kipling stationq, Kipling Station, 90
markham rd and pandora, Markham Rd at Pandora Cir, 80
pharmacy and stellarto, Pharmacy Ave at Stellarton Rd, 90
mccowan carhouse, NONE, NONE
kingston road and mili, Kingston Rd at Military Trail, 90
danforth division, NONE, NONE
500 murray ross, 500 Murray Ross Pkwy - Aviva Centre, 80
driftwood and york woo, Driftwood Ave at Yorkwoods Gate, 90
coxwelll station, Coxwell Station, 90
weston and toryork ( n, Weston Rd at Toryork Dr, 80
bircmount garage, 400 Danforth Rd (Birchmount Garage), 95
wilson and laurentia c, NONE, 0
sheppard and bakersfie, Sheppard Ave West at Bakersfield St West Side - Downsview Park Station, 85
sheppard and tuscany g, Sheppard Ave West at Tuscan Gate, 85
hilda and green bush, Hilda Ave at Green Bush Rd, 90
warden and bamborough, Warden Ave at Bamburgh Cir (North), 85
neptune dr and bathurs, Neptune Dr at Bathurst St, 95
valley wood and york m, Valley Woods Rd at York Mills Rd, 90
65 greenbrae circuit, Lawrence Ave East at Greenbrae Circt, 90
north service rd, North Service Rd at Eglinton Ave East, 95
dons mills and barber, Barber Greene Rd at Don Mills Rd, 80
belfield and atwell, Attwell Dr at Belfield Rd North Side, 80
sheepar yonge station, Sheppard-Yonge Station, 70
gardiner and islington, Islington Ave at Evans Ave, 40
martin grove abd westw, Westhumber Blvd at Martin Grove Rd, 60
937 progress, NONE, 20
pearson airpiort termi, Pearson Airport Terminal 1 - Ground Level Column R4, 70
meadowvale loop (at sh, Meadowvale Rd at Sheppard Ave East, 80
parklawn and lake shor, Park Lawn Rd at Lake Shore Blvd West, 70
signet hill loop, NONE, 20
markham road and green, Markham Rd at Greencrest Circt North Side, 80
browns line and valerm, Brown's Line at Valermo Dr, 90
unknown locaton, NONE, NONE
victoria park and musg, NONE, NONE
islington ande bloor, Islington Ave at Bloor St West, 80
rathburn route, Rathburn Rd at Kipling Ave, 70
east mall route, The East Mall at Bloor St West, 70
kennedy adn eglinton, Kennedy Rd at Eglinton Ave East, 85
dockside and queen qua, Dockside Dr at Queens Quay East, 80
bayview and evergreen, Bayview Ave at Moore Ave North Side, 70
bathurst st at neptune dr, Bathurst St at Neptune Dr, 90
york mills rd at tempora cres (East), NONE, 0
avenue rd at st clements ave, Avenue Rd at St Clements Ave, 80
jane st at alliance ave, Jane St at Alliance Ave, 100
princes' blv and newfoundln rd, NONE, 0
queen st west at university ave - osgoode station, Queen St West at University Ave - Osgoode Station, 90
finch ave west at talbot rd, Finch Ave West at Talbot Rd, 90
front st west at bay st east side - union station, NONE, 0
Bingham Loop, NONE, 0
midland ave at copthorne ave, Midland Ave at Copthorne Ave, 100
steeles loop at kiplin, Steeles Ave West at Kipling Ave Loop, 80
warden and mcnicoll`, Warden Ave at McNicoll Ave, 95
islington station to i, Islington Station, 100
eglington and laird, Eglinton Ave East at Laird Dr, 95
midlandand steeles, Midland Ave at Steeles Ave East, 95
bayview and scenic mil, NONE, NONE
rylander and kings, Kingston Rd at Rylander Blvd, 90
meadowvale loop (shepp, Meadowvale Loop at Sheppard Ave East, 90
lawrence west stataion, Lawrence West Station, 100
mingay and major macke, Mingay Ave at Major Mackenzie Dr East, 90
eglinton and leslie, Eglinton Ave East at Leslie St, 90
victoria park and val, Victoria Park Ave at Valdane Dr, 80
eglinton and times rd, NONE, 20
midland and marcos (s, Midland Ave at Marcos Blvd, 90
york mills temporary, NONE, 30
dundas west and kiplin, Dundas St West at Kipling Ave, 85
3639 dufferin and nort, 3174 Bathurst St, 30
littles andswells rd, Littles Rd at Sewells Rd, 80
neilson and wickson, Neilson Rd at Wickson Trail, 90
terminal 1 pearson air, Pearson Airport Terminal 1 - Ground Level Column R4, 80
finch and kenneth wood, NONE, 0
russell division, NONE, 0
anglesey and cranleigh, Anglesey Blvd at Royal York Rd, 60
islington adn evans, Islington Ave at Evans Ave, 90
wilson and ingleside d, NONE, 0
sherway route, Sherway Gardens Rd at Sherway Gate Mall, 60
canniff and lansdowne, NONE, 0
york mills and markham, York Mills Rd at Old York Mills Rd, 60
islington south route, Islington Ave at Evans Ave South Side, 80
signal hil and steeles, Signal Hill Ave at Steeles Ave West, 80
startspray, Starspray Loop, 90
symington and adrian, Symington Ave at Adrian Ave, 95
york mills station - t, York Mills Station, 85
pane and lawrence, NONE, 40
finch nand arrow, Finch Ave West at Arrow Rd, 90
steles and islington, Steeles Ave West at Islington Ave, 95
1 replin rd, 1 Replin Rd, 100
linkwood and spanbridg, Linkwood Lane at Spanbridge Rd, 95
eaScarborough Town Centerourt loop, Earlscourt Loop at St Clair Ave West, 75
ellesmere and york mil, Ellesmere Rd at York Mills Rd, 80
NONE, NONE, 0
Scarborough Golf Club Rd at Chandler Dr, 6800 Sheppard Ave East, 45
Eglinton Station, NONE, 50
browns's line and vale, Brown's Line at Evans Ave, 75
queen and roncevalles, Queen St West at Roncesvalles Ave, 90
carlaw and eastern av, Carlaw Ave at Eastern Ave, 95
8 pell st, NONE, 40
8 pell street, NONE, 40
gerry fitzgerald and a, Gerry Fitzgerald Dr at Dufferin St, 80
royal york line, Royal York Rd at Dundas St West, 70
finch station to pione, NONE, 30
ossington and salvador, Ossington Ave at Salvador Allende Crt, 90
mcnicoll and silver st, McNicoll Ave at Silver Springs Blvd, 85
morningside and kingsto, Morningside Ave at Kingston Rd, 90
steeles and lillian (e, Steeles Ave East at Lillian St, 90
orton park and n of la, NONE, NONE
willowdale loop (steel, NONE, NONE
driftwood and strong, Driftwood Ave at Stong Crt, 80
canniff and strachon, Canniff St at Strachan Ave, 90
kipling and evan, Kipling Ave at Evans Ave, 90
woodine casino racetra, Woodbine Racetrack Loop (Main Entrance), 80
eglinton and mason (w, Eglinton Ave East at Mason Rd, 90
markham and progess, Markham Rd at Progress Ave, 90
weston and finch, Weston Rd at Finch Ave West, 80
middlefleid and mccowa, Middlefield Rd at McCowan Rd, 90
st basil the great col, St Basil The Great College School, 90
morningstar and catalp, Morning Star Dr at Catalpa Rd, 100
meadowdale loop, Meadowvale Rd at Sheppard Ave East, 80
saulter and commisione, Commissioners St at Saulter St, 90
finch west stattion, Keele St at Finch Ave West - Finch West Station, 70
jane and hullmar (s of, Jane St at Hullmar Dr, 70
guildwood pkway and li, Guildwood Pkwy at Livingston Rd, 80
eglinton w and winnett, Eglinton Ave West at NONE, 40
duncan mill and don mi, Duncan Mill Rd at Don Mills Rd, 90
north queen st and nov, North Queen St at Nova Rd, 90
carier loop, NONE, NONE
morrish and eglinton, Morrish Rd at Eglinton Ave East, 80
st basil the great sch, St Basil The Great College School, 100
mcnichoil garage, NONE, NONE
old mil station, Old Mill Station, 100
weston and vero beach, Weston Rd at Verobeach Blvd, 90
mortin grove and tolli, Martin Grove Rd at Tollington Rd, 90
orton park between law, Lawrence Ave East at Orton Park Rd, 90
dixion and kipling, Dixon Rd at Kipling Ave, 95
keele and 401 ramp, NONE, NONE
allen and tranist rd, NONE, NONE
wicksteed and leslie s, Wicksteed Ave at Leslie St, 90
york and valley woods, York Mills Rd at Valley Woods Rd, 90
bathurst and wislon, Bathurst St at Wilson Ave, 85
yorkmills and harrison, York Mills Rd at Harrison Rd, 95
eglinton and mt.pleasa, Mt Pleasant Rd at Eglinton Ave East, 90
1081 sheppard ave west, NONE, NONE
finch ave and kennedy, Finch Ave East at Kennedy Rd, 95
ealscourt loop, Earlscourt Loop, 100
marshall mclauhan high, Marshall McLuhan Secondary School, 90
finch and arro, Finch Ave West at Arrow Rd, 90
1351 arrow, NONE, NONE
makham and sheppard, Markham Rd at Sheppard Ave East, 90
sheppard w and peck, Sheppard Ave West at Sheppard Ave West at Sheppard Ave West at Pewter Rd, 60
jaane station, Jane Station, 80
pearson airport - ter, Pearson Airport Terminal 1 - Ground Level Column R4, 80
dufferin and steeles a, Dufferin St at Steeles Ave West South Side, 80
birchmount and foxridg, Birchmount Rd at Foxridge Dr, 90
emmett ave and eglinto, NONE, 50
emmett and eglinton av, Eglinton Ave West at Scarlett Rd, 50
millwood road and over, Millwood Rd at Overlea Blvd, 80
signet and steeles ave, Steeles Ave West at Signet Dr, 90
dupont and st. clair, Dupont St at St Clair Ave West, 60
ellesmre and victoria, Ellesmere Rd at Victoria Park Ave, 90
crosslands and reddins, Reddins Rd at Crosland Dr, 90
rivalda and sheppard a, Sheppard Ave West at Rivalda Rd, 90
industry at mount denn, Industry St at Mount Dennis, 80
termial 1, Pearson Airport Terminal 1 - Ground Level Column R4, 80
marshall mccluen, 1107 Avenue Rd - Marshall McLuhan Secondary School, 90
fenelon and don mills, Fenelon Dr at Graydon Hall Dr, 90
paamore and markham, Markham Rd at Passmore Ave, 85
kenned and village gre, Kennedy Rd at Village Green Sq, 90
finch ave and weston, Finch Ave West at Weston Rd, 90
lake shore wheel trans, Wheeltrans Exit at Commissioners St, 80
st philips and dixon, Dixon Rd at St Phillips Rd, 90
victoria park and conr, Victoria Park Ave at Consumers Rd, 85
sheppard and walkway, Sheppard Ave East at Walkway to Burrows Hall Blvd, 80
morning view trail and, Morningview Trail at Old Finch Ave, 80
eglintoon west station, Eglinton West Station, 90
matrin grove and finch, Martin Grove Rd at Finch Ave West, 85
signal and steeles, Signal Hill Ave at Steeles Ave West, 90
bathurst and grenwin, Bathurst St at Greenwin Village Rd, 90
donway west and lawren, The Donway West at Lawrence Ave East, 90
6855 airport rd, 6355 Airport Rd, 80
woodbine casino ( 555, Woodbine Race Track Loop (Main Entrance), 60
villiers and don roadw, NONE, 40
st clair and landowne, St Clair Ave West at Lansdowne Ave, 90
kipling station to lak, Kipling Ave at Lake Shore Blvd West, 80
mp58, NONE, NONE
east york acres and ha, East York Town Centre, 70
wilson station- upper, Wilson Station, 60
jane and trewtheway, Jane St at Trethewey Dr, 70
yorkdale roadway, Dufferin St at Yorkdale Rd, 50
colonian sam loop, Colonel Samuel Smith Park Dr, 60
eglinton and emmit, Eglinton Ave West at Emmett Ave, 70
eglinton and eden vall, Eglinton Ave West at Eden Valley Dr, 70
islington and kingsway, Islington Ave at The Kingsway, 80
birchmount and mcnabb, Birchmount Rd at McNabb St, 90
